"Nub_ID","Time","Species","Coral","Color","Colony","Treatment","Tank","Assignment","Memory_num","Fo","Fm","Yield"
"G080_Poc4_CH_0.1",4,"Pocillopora",80,"G",4,0,1,"CH",1227,479,1485,0.677
"G081_Poc5_CH_2.2",4,"Pocillopora",81,"G",5,2,2,"CH",1323,310,784,0.605
"G082_Poc5_CH_3.2",4,"Pocillopora",82,"G",5,3,2,"CH",1344,212,625,0.661
"G083_Poc5_CH_T0.",4,"Pocillopora",83,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G084_Poc5_CH_T0.",4,"Pocillopora",84,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G085_Poc5_CH_4.1",4,"Pocillopora",85,"G",5,4,1,"CH",1260,189,497,0.62
"G086_Poc5_CH_4.3",4,"Pocillopora",86,"G",5,4,3,"CH",1264,177,491,0.64
"G087_Poc5_TP_2.1",4,"Pocillopora",87,"G",5,2,1,"TP",1291,364,1162,0.687
"G088_Poc5_CH_0.1",4,"Pocillopora",88,"G",5,0,1,"CH",1222,357,1034,0.655
"G089_Poc5_CH_0.3",4,"Pocillopora",89,"G",5,0,3,"CH",1284,320,892,0.641
"G090_Poc5_TP_4.1",4,"Pocillopora",90,"G",5,4,1,"TP",1252,422,1280,0.67
"G091_Poc5_CH_1.2",4,"Pocillopora",91,"G",5,1,2,"CH",1315,325,1007,0.677
"G092_Poc5_CH_1.1",4,"Pocillopora",92,"G",5,1,1,"CH",1233,452,1363,0.668
"G093_Poc5_TP_0.3",4,"Pocillopora",93,"G",5,0,3,"TP",1283,439,1315,0.666
"G094_Poc5_CH_3.1",4,"Pocillopora",94,"G",5,3,1,"CH",1299,352,1099,0.68
"G095_Poc5_CH_1.3",4,"Pocillopora",95,"G",5,1,3,"CH",1275,399,1227,0.675
"G096_Poc5_CH_2.1",4,"Pocillopora",96,"G",5,2,1,"CH",1289,411,1308,0.686
"G097_Poc5_CH_3.3",4,"Pocillopora",97,"G",5,3,3,"CH",1246,460,1458,0.684
"G098_Poc5_CH_2.3",4,"Pocillopora",98,"G",5,2,3,"CH",1244,479,1448,0.669
"G099_Poc5_CH_0.2",4,"Pocillopora",99,"G",5,0,2,"CH",1306,431,1283,0.664
"G100_Poc5_CH_4.2",4,"Pocillopora",100,"G",5,4,2,"CH",1333,506,1529,0.669
"G121_Por2_CH_1.2",4,"Porites",121,"G",2,1,2,"CH",1186,406,1154,0.648
"G122_Por2_CH_2.3",4,"Porites",122,"G",2,2,3,"CH",1112,362,1124,0.678
"G123_Por2_CH_0.3",4,"Porites",123,"G",2,0,3,"CH",1148,393,994,0.605
"G124_Por2_CH_1.1",4,"Porites",124,"G",2,1,1,"CH",1102,388,1179,0.671
"G125_Por2_CH_4.2",4,"Porites",125,"G",2,4,2,"CH",1210,356,1168,0.695
"G126_Por2_CH_2.2",4,"Porites",126,"G",2,2,2,"CH",1198,473,1420,0.667
"G127_Por2_CH_4.1",4,"Porites",127,"G",2,4,1,"CH",1125,453,1315,0.656
"G128_Por2_CH_0.1",4,"Porites",128,"G",2,0,1,"CH",1093,413,1215,0.66
"G129_Por2_CH_3.2",4,"Porites",129,"G",2,3,2,"CH",1206,397,1184,0.665
"G130_Por2_CH_4.3",4,"Porites",130,"G",2,4,3,"CH",1138,316,938,0.663
"G131_Por2_CH_T0.",4,"Porites",131,"G",2,NA,NA,"T0",NA,NA,NA,NA
"G132_Por2_CH_3.3",4,"Porites",132,"G",2,3,3,"CH",1119,417,1305,0.68
"G133_Por2_CH_T0.",4,"Porites",133,"G",2,NA,NA,"T0",NA,NA,NA,NA
"G134_Por2_CH_3.1",4,"Porites",134,"G",2,3,1,"CH",1170,380,1182,0.679
"G135_Por2_CH_0.2",4,"Porites",135,"G",2,0,2,"CH",1175,476,1251,0.62
"G136_Por2_TP_2.3",4,"Porites",136,"G",2,2,3,"TP",1109,395,1152,0.657
"G137_Por2_TP_4.1",4,"Porites",137,"G",2,4,1,"TP",1122,400,1261,0.683
"G138_Por2_CH_1.3",4,"Porites",138,"G",2,1,3,"CH",1143,349,1017,0.657
"G139_Por2_TP_0.2",4,"Porites",139,"G",2,0,2,"TP",1183,353,876,0.597
"G140_Por2_CH_2.1",4,"Porites",140,"G",2,2,1,"CH",1161,378,1192,0.683
"G141_Por3_CH_0.2",4,"Porites",141,"G",3,0,2,"CH",1179,347,977,0.645
"G142_Por3_CH_2.2",4,"Porites",142,"G",3,2,2,"CH",1193,293,865,0.661
"G143_Por3_CH_1.2",4,"Porites",143,"G",3,1,2,"CH",1185,364,1087,0.665
"G144_Por3_CH_2.3",4,"Porites",144,"G",3,2,3,"CH",1111,371,1114,0.667
"G145_Por3_CH_1.3",4,"Porites",145,"G",3,1,3,"CH",1144,376,1112,0.662
"G146_Por3_CH_1.1",4,"Porites",146,"G",3,1,1,"CH",1100,298,879,0.661
"G147_Por3_CH_4.1",4,"Porites",147,"G",3,4,1,"CH",1123,395,1111,0.644
"G148_Por3_CH_3.1",4,"Porites",148,"G",3,3,1,"CH",1174,376,1100,0.658
"G149_Por3_CH_2.1",4,"Porites",149,"G",3,2,1,"CH",1158,302,947,0.681
"G150_Por3_TP_0.3",4,"Porites",150,"G",3,0,3,"TP",1151,382,1037,0.632
"G151_Por3_CH_0.1",4,"Porites",151,"G",3,0,1,"CH",1097,414,1163,0.644
"G152_Por3_CH_3.2",4,"Porites",152,"G",3,3,2,"CH",1203,413,1219,0.661
"G153_Por3_CH_4.2",4,"Porites",153,"G",3,4,2,"CH",1209,409,1250,0.673
"G154_Por3_CH_4.3",4,"Porites",154,"G",3,4,3,"CH",1139,291,881,0.67
"G155_Por3_TP_4.2",4,"Porites",155,"G",3,4,2,"TP",1215,363,1110,0.673
"G156_Por3_CH_0.3",4,"Porites",156,"G",3,0,3,"CH",1150,270,754,0.642
"G157_Por3_CH_T0.",4,"Porites",157,"G",3,NA,NA,"T0",NA,NA,NA,NA
"G158_Por3_CH_T0.",4,"Porites",158,"G",3,NA,NA,"T0",NA,NA,NA,NA
"G159_Por3_CH_3.3",4,"Porites",159,"G",3,3,3,"CH",1115,340,1061,0.68
"G160_Por3_TP_2.1",4,"Porites",160,"G",3,2,1,"TP",1166,321,956,0.664
"G161_Por4_CH_2.2",4,"Porites",161,"G",4,2,2,"CH",1196,381,1149,0.668
"G162_Por4_CH_0.3",4,"Porites",162,"G",4,0,3,"CH",1149,377,1010,0.627
"G163_Por4_CH_4.3",4,"Porites",163,"G",4,4,3,"CH",1140,372,1093,0.66
"G164_Por4_CH_T0.",4,"Porites",164,"G",4,NA,NA,"T0",NA,NA,NA,NA
"G165_Por4_TP_0.1",4,"Porites",165,"G",4,0,1,"TP",1092,449,1236,0.637
"G166_Por4_CH_2.3",4,"Porites",166,"G",4,2,3,"CH",1108,455,1341,0.661
"G167_Por4_CH_3.3",4,"Porites",167,"G",4,3,3,"CH",1120,377,1163,0.676
"G168_Por4_CH_1.1",4,"Porites",168,"G",4,1,1,"CH",1099,463,1325,0.651
"G169_Por4_CH_0.1",4,"Porites",169,"G",4,0,1,"CH",1098,423,1192,0.645
"G170_Por4_TP_2.2",4,"Porites",170,"G",4,2,2,"TP",1197,292,909,0.679
"G171_Por4_TP_4.3",4,"Porites",171,"G",4,4,3,"TP",1137,385,1169,0.671
"G172_Por4_CH_T0.",4,"Porites",172,"G",4,NA,NA,"T0",NA,NA,NA,NA
"G173_Por4_CH_2.1",4,"Porites",173,"G",4,2,1,"CH",1159,362,1044,0.653
"G174_Por4_CH_4.1",4,"Porites",174,"G",4,4,1,"CH",1124,409,1232,0.668
"G175_Por4_CH_1.3",4,"Porites",175,"G",4,1,3,"CH",1141,393,1083,0.637
"G176_Por4_CH_4.2",4,"Porites",176,"G",4,4,2,"CH",1217,391,1130,0.654
"G177_Por4_CH_0.2",4,"Porites",177,"G",4,0,2,"CH",1176,379,1022,0.629
"G178_Por4_CH_3.1",4,"Porites",178,"G",4,3,1,"CH",1171,423,1224,0.654
"G179_Por4_CH_1.2",4,"Porites",179,"G",4,1,2,"CH",1188,286,883,0.676
"G180_Por4_CH_3.2",4,"Porites",180,"G",4,3,2,"CH",1202,403,1186,0.66
"G181_Por5_CH_2.3",4,"Porites",181,"G",5,2,3,"CH",1106,448,1324,0.662
"G182_Por5_TP_0.1",4,"Porites",182,"G",5,0,1,"TP",1090,407,1171,0.652
"G183_Por5_TP_2.1",4,"Porites",183,"G",5,2,1,"TP",1162,436,1311,0.667
"G184_Por5_CH_T0.",4,"Porites",184,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G185_Por5_CH_2.2",4,"Porites",185,"G",5,2,2,"CH",1192,338,984,0.657
"G186_Por5_CH_4.2",4,"Porites",186,"G",5,4,2,"CH",1211,370,1113,0.668
"G187_Por5_CH_1.2",4,"Porites",187,"G",5,1,2,"CH",1184,532,1384,0.616
"G188_Por5_CH_0.3",4,"Porites",188,"G",5,0,3,"CH",1155,557,1391,0.6
"G189_Por5_CH_4.1",4,"Porites",189,"G",5,4,1,"CH",1128,407,1217,0.666
"G190_Por5_CH_0.2",4,"Porites",190,"G",5,0,2,"CH",1181,370,999,0.63
"G191_Por5_CH_3.1",4,"Porites",191,"G",5,3,1,"CH",1169,377,1103,0.658
"G192_Por5_CH_2.1",4,"Porites",192,"G",5,2,1,"CH",1163,439,1339,0.672
"G193_Por5_CH_1.1",4,"Porites",193,"G",5,1,1,"CH",1101,431,1258,0.657
"G194_Por5_CH_1.3",4,"Porites",194,"G",5,1,3,"CH",1142,432,1232,0.649
"G195_Por5_CH_3.2",4,"Porites",195,"G",5,3,2,"CH",1205,499,1437,0.653
"G196_Por5_CH_3.3",4,"Porites",196,"G",5,3,3,"CH",1117,464,1197,0.612
"G197_Por5_CH_4.3",4,"Porites",197,"G",5,4,3,"CH",1131,431,1298,0.668
"G198_Por5_CH_T0.",4,"Porites",198,"G",5,NA,NA,"T0",NA,NA,NA,NA
"G199_Por5_TP_4.1",4,"Porites",199,"G",5,4,1,"TP",1127,402,1221,0.671
"G200_Por5_CH_0.1",4,"Porites",200,"G",5,0,1,"CH",1096,375,1083,0.654
"R001_Poc6_CH_4.2",4,"Pocillopora",1,"R",6,4,2,"CH",1336,557,1697,0.672
"R002_Poc6_CH_T0.",4,"Pocillopora",2,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R003_Poc6_CH_3.2",4,"Pocillopora",3,"R",6,3,2,"CH",1340,319,910,0.649
"R004_Poc6_CH_1.2",4,"Pocillopora",4,"R",6,1,2,"CH",1317,402,1153,0.651
"R005_Poc6_TP_2.3",4,"Pocillopora",5,"R",6,2,3,"TP",1242,505,1944,0.74
"R006_Poc6_CH_0.1",4,"Pocillopora",6,"R",6,0,1,"CH",1219,371,1063,0.651
"R007_Poc6_CH_2.3",4,"Pocillopora",7,"R",6,2,3,"CH",1235,486,1452,0.665
"R008_Poc6_TP_0.2",4,"Pocillopora",8,"R",6,0,2,"TP",1310,314,867,0.638
"R009_Poc6_CH_2.1",4,"Pocillopora",9,"R",6,2,1,"CH",1296,353,1016,0.653
"R010_Poc6_CH_4.3",4,"Pocillopora",10,"R",6,4,3,"CH",1261,402,1208,0.667
"R011_Poc6_CH_2.2",4,"Pocillopora",11,"R",6,2,2,"CH",1322,496,1477,0.664
"R012_Poc6_CH_0.3",4,"Pocillopora",12,"R",6,0,3,"CH",1285,290,859,0.662
"R013_Poc6_CH_1.3",4,"Pocillopora",13,"R",6,1,3,"CH",1272,383,1120,0.658
"R014_Poc6_CH_3.3",4,"Pocillopora",14,"R",6,3,3,"CH",1250,411,1447,0.716
"R015_Poc6_CH_4.1",4,"Pocillopora",15,"R",6,4,1,"CH",1253,289,897,0.678
"R016_Poc6_TP_4.2",4,"Pocillopora",16,"R",6,4,2,"TP",1338,322,1012,0.682
"R017_Poc6_CH_T0.",4,"Pocillopora",17,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R018_Poc6_CH_3.1",4,"Pocillopora",18,"R",6,3,1,"CH",1297,533,1643,0.676
"R019_Poc6_CH_1.1",4,"Pocillopora",19,"R",6,1,1,"CH",1234,281,824,0.659
"R020_Poc6_CH_0.2",4,"Pocillopora",20,"R",6,0,2,"CH",1313,292,780,0.626
"R021_Poc7_CH_3.2",4,"Pocillopora",21,"R",7,3,2,"CH",1343,538,1585,0.661
"R022_Poc7_CH_0.3",4,"Pocillopora",22,"R",7,0,3,"CH",1280,564,1582,0.643
"R023_Poc7_CH_0.1",4,"Pocillopora",23,"R",7,0,1,"CH",1220,504,1412,0.643
"R024_Poc7_CH_2.1",4,"Pocillopora",24,"R",7,2,1,"CH",1293,357,1073,0.667
"R025_Poc7_CH_1.2",4,"Pocillopora",25,"R",7,1,2,"CH",1320,474,1268,0.626
"R026_Poc7_CH_4.2",4,"Pocillopora",26,"R",7,4,2,"CH",1331,467,1355,0.655
"R027_Poc7_CH_1.1",4,"Pocillopora",27,"R",7,1,1,"CH",1232,494,1427,0.654
"R028_Poc7_TP_2.2",4,"Pocillopora",28,"R",7,2,2,"TP",1328,546,1617,0.662
"R029_Poc7_CH_3.3",4,"Pocillopora",29,"R",7,3,3,"CH",1248,595,1553,0.617
"R030_Poc7_CH_3.1",4,"Pocillopora",30,"R",7,3,1,"CH",1303,477,1458,0.673
"R031_Poc7_CH_4.1",4,"Pocillopora",31,"R",7,4,1,"CH",1256,538,1749,0.692
"R032_Poc7_TP_0.3",4,"Pocillopora",32,"R",7,0,3,"TP",1281,580,1824,0.682
"R033_Poc7_CH_4.3",4,"Pocillopora",33,"R",7,4,3,"CH",1270,505,1577,0.68
"R034_Poc7_CH_T0.",4,"Pocillopora",34,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R035_Poc7_CH_T0.",4,"Pocillopora",35,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R036_Poc7_CH_0.2",4,"Pocillopora",36,"R",7,0,2,"CH",1312,520,1365,0.619
"R037_Poc7_CH_2.3",4,"Pocillopora",37,"R",7,2,3,"CH",1237,581,1797,0.677
"R038_Poc7_CH_2.2",4,"Pocillopora",38,"R",7,2,2,"CH",1327,345,1015,0.66
"R039_Poc7_TP_4.3",4,"Pocillopora",39,"R",7,4,3,"TP",1263,503,1582,0.682
"R040_Poc7_CH_1.3",4,"Pocillopora",40,"R",7,1,3,"CH",1276,352,999,0.648
"R041_Poc8_TP_0.2",4,"Pocillopora",41,"R",8,0,2,"TP",1307,261,755,0.654
"R042_Poc8_TP_2.3",4,"Pocillopora",42,"R",8,2,3,"TP",1243,570,1933,0.705
"R043_Poc8_CH_4.3",4,"Pocillopora",43,"R",8,4,3,"CH",1262,518,1708,0.697
"R044_Poc8_CH_T0.",4,"Pocillopora",44,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R045_Poc8_CH_2.2",4,"Pocillopora",45,"R",8,2,2,"CH",1325,492,1466,0.664
"R046_Poc8_CH_4.1",4,"Pocillopora",46,"R",8,4,1,"CH",1255,526,1852,0.716
"R047_Poc8_TP_4.3",4,"Pocillopora",47,"R",8,4,3,"TP",1265,460,1533,0.7
"R048_Poc8_CH_3.2",4,"Pocillopora",48,"R",8,3,2,"CH",1345,529,1683,0.686
"R049_Poc8_CH_1.2",4,"Pocillopora",49,"R",8,1,2,"CH",1319,357,1171,0.695
"R050_Poc8_CH_4.2",4,"Pocillopora",50,"R",8,4,2,"CH",1335,386,1213,0.682
"R051_Poc8_CH_T0.",4,"Pocillopora",51,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R052_Poc8_CH_0.3",4,"Pocillopora",52,"R",8,0,3,"CH",1287,241,707,0.659
"R053_Poc8_CH_1.1",4,"Pocillopora",53,"R",8,1,1,"CH",1231,455,1426,0.681
"R054_Poc8_CH_3.1",4,"Pocillopora",54,"R",8,3,1,"CH",1302,398,1264,0.685
"R055_Poc8_CH_2.3",4,"Pocillopora",55,"R",8,2,3,"CH",1239,389,1269,0.693
"R056_Poc8_CH_3.3",4,"Pocillopora",56,"R",8,3,3,"CH",1245,580,2124,0.727
"R057_Poc8_CH_1.3",4,"Pocillopora",57,"R",8,1,3,"CH",1273,333,1053,0.684
"R058_Poc8_CH_0.1",4,"Pocillopora",58,"R",8,0,1,"CH",1226,359,1095,0.672
"R059_Poc8_CH_2.1",4,"Pocillopora",59,"R",8,2,1,"CH",1295,527,1636,0.678
"R060_Poc8_CH_0.2",4,"Pocillopora",60,"R",8,0,2,"CH",1305,252,680,0.629
"R101_Por6_CH_0.2",4,"Porites",101,"R",6,0,2,"CH",1182,454,1230,0.631
"R102_Por6_TP_2.2",4,"Porites",102,"R",6,2,2,"TP",1200,421,1232,0.658
"R103_Por6_CH_2.2",4,"Porites",103,"R",6,2,2,"CH",1194,529,1518,0.652
"R104_Por6_CH_3.3",4,"Porites",104,"R",6,3,3,"CH",1118,401,1164,0.655
"R105_Por6_CH_1.1",4,"Porites",105,"R",6,1,1,"CH",1104,396,1095,0.638
"R106_Por6_CH_3.2",4,"Porites",106,"R",6,3,2,"CH",1207,458,1370,0.666
"R107_Por6_CH_T0.",4,"Porites",107,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R108_Por6_TP_0.2",4,"Porites",108,"R",6,0,2,"TP",1178,484,1190,0.593
"R109_Por6_CH_2.1",4,"Porites",109,"R",6,2,1,"CH",1165,450,1487,0.697
"R110_Por6_TP_4.3",4,"Porites",110,"R",6,4,3,"TP",1135,465,1293,0.64
"R111_Por6_CH_1.3",4,"Porites",111,"R",6,1,3,"CH",1146,509,1439,0.646
"R112_Por6_CH_4.2",4,"Porites",112,"R",6,4,2,"CH",1216,551,1517,0.637
"R113_Por6_CH_0.3",4,"Porites",113,"R",6,0,3,"CH",1156,483,1250,0.614
"R114_Por6_CH_T0.",4,"Porites",114,"R",6,NA,NA,"T0",NA,NA,NA,NA
"R115_Por6_CH_2.3",4,"Porites",115,"R",6,2,3,"CH",1110,564,1538,0.633
"R116_Por6_CH_1.2",4,"Porites",116,"R",6,1,2,"CH",1189,371,1097,0.662
"R117_Por6_CH_3.1",4,"Porites",117,"R",6,3,1,"CH",1168,385,1114,0.654
"R118_Por6_CH_4.1",4,"Porites",118,"R",6,4,1,"CH",1126,516,1364,0.622
"R119_Por6_CH_0.1",4,"Porites",119,"R",6,0,1,"CH",1091,407,1144,0.644
"R120_Por6_CH_4.3",4,"Porites",120,"R",6,4,3,"CH",1136,503,1461,0.656
"R121_Por7_CH_3.3",4,"Porites",121,"R",7,3,3,"CH",1116,542,1435,0.622
"R122_Por7_CH_0.2",4,"Porites",122,"R",7,0,2,"CH",1180,379,964,0.607
"R123_Por7_TP_0.3",4,"Porites",123,"R",7,0,3,"TP",1154,549,1402,0.608
"R124_Por7_CH_T0.",4,"Porites",124,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R125_Por7_TP_4.2",4,"Porites",125,"R",7,4,2,"TP",1213,438,1257,0.652
"R126_Por7_TP_2.3",4,"Porites",126,"R",7,2,3,"TP",1107,413,1157,0.643
"R127_Por7_CH_2.3",4,"Porites",127,"R",7,2,3,"CH",1114,469,1286,0.635
"R128_Por7_CH_2.2",4,"Porites",128,"R",7,2,2,"CH",1195,343,909,0.623
"R129_Por7_CH_4.2",4,"Porites",129,"R",7,4,2,"CH",1208,359,994,0.639
"R130_Por7_CH_1.3",4,"Porites",130,"R",7,1,3,"CH",1147,359,1019,0.648
"R131_Por7_CH_4.3",4,"Porites",131,"R",7,4,3,"CH",1133,428,1305,0.672
"R132_Por7_CH_1.1",4,"Porites",132,"R",7,1,1,"CH",1103,487,1285,0.621
"R133_Por7_CH_3.1",4,"Porites",133,"R",7,3,1,"CH",1172,410,1047,0.608
"R134_Por7_CH_0.3",4,"Porites",134,"R",7,0,3,"CH",1153,436,1132,0.615
"R135_Por7_CH_1.2",4,"Porites",135,"R",7,1,2,"CH",1191,466,1280,0.636
"R136_Por7_CH_3.2",4,"Porites",136,"R",7,3,2,"CH",1201,513,1377,0.627
"R137_Por7_CH_T0.",4,"Porites",137,"R",7,NA,NA,"T0",NA,NA,NA,NA
"R138_Por7_CH_2.1",4,"Porites",138,"R",7,2,1,"CH",1160,474,1364,0.652
"R139_Por7_CH_4.1",4,"Porites",139,"R",7,4,1,"CH",1129,481,1460,0.671
"R140_Por7_CH_0.1",4,"Porites",140,"R",7,0,1,"CH",1094,539,1552,0.653
"R161_Por8_CH_2.1",4,"Porites",161,"R",8,2,1,"CH",1164,379,1114,0.66
"R162_Por8_CH_0.2",4,"Porites",162,"R",8,0,2,"CH",1177,416,1072,0.612
"R163_Por8_TP_2.1",4,"Porites",163,"R",8,2,1,"TP",1167,332,966,0.656
"R164_Por8_CH_0.3",4,"Porites",164,"R",8,0,3,"CH",1152,347,997,0.652
"R165_Por8_CH_T0.",4,"Porites",165,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R166_Por8_CH_T0.",4,"Porites",166,"R",8,NA,NA,"T0",NA,NA,NA,NA
"R167_Por8_TP_4.2",4,"Porites",167,"R",8,4,2,"TP",1212,379,1087,0.651
"R168_Por8_CH_1.2",4,"Porites",168,"R",8,1,2,"CH",1187,297,968,0.693
"R169_Por8_CH_3.2",4,"Porites",169,"R",8,3,2,"CH",1204,296,957,0.691
"R170_Por8_CH_4.3",4,"Porites",170,"R",8,4,3,"CH",1134,545,1562,0.651
"R171_Por8_CH_4.2",4,"Porites",171,"R",8,4,2,"CH",1214,357,1049,0.66
"R172_Por8_CH_2.2",4,"Porites",172,"R",8,2,2,"CH",1199,350,1041,0.664
"R173_Por8_CH_4.1",4,"Porites",173,"R",8,4,1,"CH",1130,360,1085,0.668
"R174_Por8_CH_0.1",4,"Porites",174,"R",8,0,1,"CH",1095,381,994,0.617
"R175_Por8_CH_1.1",4,"Porites",175,"R",8,1,1,"CH",1105,383,996,0.615
"R176_Por8_CH_3.3",4,"Porites",176,"R",8,3,3,"CH",1121,339,1043,0.675
"R177_Por8_CH_2.3",4,"Porites",177,"R",8,2,3,"CH",1113,389,1167,0.667
"R178_Por8_CH_1.3",4,"Porites",178,"R",8,1,3,"CH",1145,409,1143,0.642
"R179_Por8_TP_0.3",4,"Porites",179,"R",8,0,3,"TP",1157,434,1229,0.647
"R180_Por8_CH_3.1",4,"Porites",180,"R",8,3,1,"CH",1173,416,1168,0.644
"G021_Poc2_CH_0.2",5,"Pocillopora",21,"G",2,0,2,"CH",1554,235,675,0.652
"G022_Poc2_CH_T0.",5,"Pocillopora",22,"G",2,NA,NA,"T0",NA,NA,NA,NA
"G023_Poc2_CH_1.2",5,"Pocillopora",23,"G",2,1,2,"CH",1536,535,1758,0.696
"G024_Poc2_CH_3.2",5,"Pocillopora",24,"G",2,3,2,"CH",1628,443,1594,0.722
"G025_Poc2_TP_2.2",5,"Pocillopora",25,"G",2,2,2,"TP",1527,486,1649,0.705
"G026_Poc2_CH_2.1",5,"Pocillopora",26,"G",2,2,1,"CH",1594,537,1855,0.711
"G027_Poc2_CH_1.3",5,"Pocillopora",27,"G",2,1,3,"CH",1515,543,1783,0.695
"G028_Poc2_CH_4.2",5,"Pocillopora",28,"G",2,4,2,"CH",1544,320,1184,0.73
"G029_Poc2_CH_2.2",5,"Pocillopora",29,"G",2,2,2,"CH",1524,556,1960,0.716
"G030_Poc2_TP_0.1",5,"Pocillopora",30,"G",2,0,1,"TP",1588,335,951,0.648
"G031_Poc2_TP_4.2",5,"Pocillopora",31,"G",2,4,2,"TP",1538,355,1474,0.759
"G032_Poc2_CH_1.1",5,"Pocillopora",32,"G",2,1,1,"CH",1617,415,1372,0.698
"G033_Poc2_CH_3.3",5,"Pocillopora",33,"G",2,3,3,"CH",1560,408,1440,0.717
"G034_Poc2_CH_T0.",5,"Pocillopora",34,"G",2,NA,NA,"T0",NA,NA,NA,NA
"G035_Poc2_CH_0.3",5,"Pocillopora",35,"G",2,0,3,"CH",1572,389,1212,0.679
"G036_Poc2_CH_0.1",5,"Pocillopora",36,"G",2,0,1,"CH",1587,339,1034,0.672
"G037_Poc2_CH_2.3",5,"Pocillopora",37,"G",2,2,3,"CH",1575,506,1722,0.706
"G038_Poc2_CH_4.3",5,"Pocillopora",38,"G",2,4,3,"CH",1507,361,1030,0.65
"G039_Poc2_CH_3.1",5,"Pocillopora",39,"G",2,3,1,"CH",1601,432,1471,0.706
"G040_Poc2_CH_4.1",5,"Pocillopora",40,"G",2,4,1,"CH",1613,449,1533,0.707
"G041_Poc3_CH_1.2",5,"Pocillopora",41,"G",3,1,2,"CH",1534,278,878,0.683
"G042_Poc3_CH_1.1",5,"Pocillopora",42,"G",3,1,1,"CH",1618,334,1048,0.681
"G043_Poc3_CH_3.3",5,"Pocillopora",43,"G",3,3,3,"CH",1559,487,1667,0.708
"G044_Poc3_CH_T0.",5,"Pocillopora",44,"G",3,NA,NA,"T0",NA,NA,NA,NA
"G045_Poc3_CH_4.3",5,"Pocillopora",45,"G",3,4,3,"CH",1509,532,1872,0.716
"G046_Poc3_TP_4.3",5,"Pocillopora",46,"G",3,4,3,"TP",1506,450,1475,0.695
"G047_Poc3_TP_2.3",5,"Pocillopora",47,"G",3,2,3,"TP",1580,371,1254,0.704
"G048_Poc3_CH_0.2",5,"Pocillopora",48,"G",3,0,2,"CH",1550,476,1299,0.634
"G049_Poc3_CH_0.1",5,"Pocillopora",49,"G",3,0,1,"CH",1585,268,708,0.621
"G050_Poc3_CH_2.1",5,"Pocillopora",50,"G",3,2,1,"CH",1595,559,1845,0.697
"G051_Poc3_TP_0.1",5,"Pocillopora",51,"G",3,0,1,"TP",1589,370,1100,0.664
"G052_Poc3_CH_2.3",5,"Pocillopora",52,"G",3,2,3,"CH",1578,344,1151,0.701
"G053_Poc3_CH_2.2",5,"Pocillopora",53,"G",3,2,2,"CH",1528,453,1558,0.709
"G054_Poc3_CH_4.1",5,"Pocillopora",54,"G",3,4,1,"CH",1610,406,1343,0.698
"G055_Poc3_CH_3.1",5,"Pocillopora",55,"G",3,3,1,"CH",1604,375,1592,0.764
"G056_Poc3_CH_3.2",5,"Pocillopora",56,"G",3,3,2,"CH",1630,460,1521,0.698
"G057_Poc3_CH_1.3",5,"Pocillopora",57,"G",3,1,3,"CH",1516,385,1199,0.679
"G058_Poc3_CH_T0.",5,"Pocillopora",58,"G",3,NA,NA,"T0",NA,NA,NA,NA
"G059_Poc3_CH_0.3",5,"Pocillopora",59,"G",3,0,3,"CH",1566,321,929,0.654
"G060_Poc3_CH_4.2",5,"Pocillopora",60,"G",3,4,2,"CH",1545,467,1608,0.71
"G061_Poc4_CH_3.3",5,"Pocillopora",61,"G",4,3,3,"CH",1558,458,1456,0.685
"G062_Poc4_CH_1.3",5,"Pocillopora",62,"G",4,1,3,"CH",1514,437,1280,0.659
"G063_Poc4_CH_2.1",5,"Pocillopora",63,"G",4,2,1,"CH",1593,446,1211,0.632
"G064_Poc4_CH_T0.",5,"Pocillopora",64,"G",4,NA,NA,"T0",NA,NA,NA,NA
"G065_Poc4_TP_2.1",5,"Pocillopora",65,"G",4,2,1,"TP",1597,476,1525,0.688
"G066_Poc4_CH_1.2",5,"Pocillopora",66,"G",4,1,2,"CH",1537,324,927,0.65
"G067_Poc4_CH_T0.",5,"Pocillopora",67,"G",4,NA,NA,"T0",NA,NA,NA,NA
"G068_Poc4_CH_0.2",5,"Pocillopora",68,"G",4,0,2,"CH",1552,475,1337,0.645
"G069_Poc4_TP_4.1",5,"Pocillopora",69,"G",4,4,1,"TP",1615,508,1668,0.695
"G070_Poc4_CH_2.3",5,"Pocillopora",70,"G",4,2,3,"CH",1579,479,1476,0.675
"G071_Poc4_TP_0.2",5,"Pocillopora",71,"G",4,0,2,"TP",1556,436,1274,0.658
"G072_Poc4_CH_0.3",5,"Pocillopora",72,"G",4,0,3,"CH",1570,482,1553,0.69
